title,keywords,release_date,overall_summary,structure,methodology,example,abstract,arxiv
Evaluating and Optimizing the Effectiveness of Neural Machine Translation in Supporting Code Retrieval Models: A Study on the CAT Benchmark,"Abstract Syntax Tree, Neural Machine Translation, Code Retrieval, ASTTrans Representation, Code Search",2023-08,"This paper analyzes the performance of Neural Machine Translation (NMT) in translating natural language queries to code representations on the CAT benchmark datasets. It proposes ASTTrans, a tailored representation of code using a subset of non-terminal AST nodes, and shows that NMT can learn this representation better than raw code tokens, improving downstream code retrieval tasks.",1. Introduction 2. Motivation Example 3. Background 4. ASTTrans Representation 5. Approach 6. Experiments 7. Case Study 8. Related Work 9. Threats to Validity 10. Conclusion,"['Analyze NMT performance on translating natural language to code tokens vs. proposed ASTTrans representation on CAT benchmark', 'Define ASTTrans representation as a sequence of select non-terminal AST nodes', 'Train NMT models to translate queries to ASTTrans representation', 'Integrate ASTTrans with code search models (GraphCodeBERT, UniXcoder) in an augmented retrieval process', 'Evaluate combined retrieval using MRR, BLEU, Meteor metrics']","For the Java code snippet `if (map.containsKey(key) && map.containsValue(value)) { map.put(key, value); }`, the ASTTrans representation at depth 5 is the sequence: `if_sta#Lbin_exp#Rbin_exp#Rbin_exp#Lpar_exp#Rpar_exp#R`","Neural Machine Translation (NMT) is widely applied in software engineering
tasks. The effectiveness of NMT for code retrieval relies on the ability to
learn from the sequence of tokens in the source language to the sequence of
tokens in the target language. While NMT performs well in pseudocode-to-code
translation, it might have challenges in learning to translate from natural
language query to source code in newly curated real-world code documentation/
implementation datasets. In this work, we analyze the performance of NMT in
natural language-to-code translation in the newly curated CAT benchmark that
includes the optimized versions of three Java datasets TLCodeSum,
CodeSearchNet, Funcom, and a Python dataset PCSD. Our evaluation shows that NMT
has low accuracy, measured by CrystalBLEU and Meteor metrics in this task. To
alleviate the duty of NMT in learning complex representation of source code, we
propose ASTTrans Representation, a tailored representation of an Abstract
Syntax Tree (AST) using a subset of non-terminal nodes. We show that the
classical approach NMT performs significantly better in learning ASTTrans
Representation over code tokens with up to 36% improvement on Meteor score.
Moreover, we leverage ASTTrans Representation to conduct combined code search
processes from the state-of-the-art code search processes using GraphCodeBERT
and UniXcoder. Our NMT models of learning ASTTrans Representation can boost the
Mean Reciprocal Rank of these state-of-the-art code search processes by up to
3.08% and improve 23.08% of queries' results over the CAT benchmark.",http://arxiv.org/abs/2308.04693v1
Can You Improve My Code? Optimizing Programs with Local Search,"program optimization, local search, program synthesis, bottom-up search, programmatic policies",2023-07,"This paper introduces POLIS, a local search method for improving an existing program with respect to a measurable objective function. It iteratively optimizes each line of the program using a brute-force program synthesis algorithm while keeping the remaining lines fixed.",1. Introduction 2. Related Work 2.1 Intelligent Programming Assistants 2.2 Program Synthesis 2.3 Programmatic Policies 2.4 Program Enhancement 3. Problem Definition 4. POLIS: A Programming Assistant 4.1 Domain-Dependent Implementation Details 5. User Study Evaluation 5.1 Problem Domains 5.2 User Study Design 5.3 Results 6. Stack Overflow Examples 7. Conclusion,"['- Uses a domain-specific language (DSL) to define a constrained program space', '- Employs size-based bottom-up search (BUS) as the program synthesis algorithm', '- Defines an objective function based on game score and action agreement with a neural policy', '- Utilizes Bayesian optimization to set real-valued parameters in the DSL', '- Restarts the search with a new set of input-output examples to escape local optima']","For the Lunar Lander game, POLIS was able to improve a participant's program that achieved a score of 100 to a new program with a score of 200 by modifying a single line of code that controlled the thrusters' behavior during landing.","This paper introduces a local search method for improving an existing program
with respect to a measurable objective. Program Optimization with Locally
Improving Search (POLIS) exploits the structure of a program, defined by its
lines. POLIS improves a single line of the program while keeping the remaining
lines fixed, using existing brute-force synthesis algorithms, and continues
iterating until it is unable to improve the program's performance. POLIS was
evaluated with a 27-person user study, where participants wrote programs
attempting to maximize the score of two single-agent games: Lunar Lander and
Highway. POLIS was able to substantially improve the participants' programs
with respect to the game scores. A proof-of-concept demonstration on existing
Stack Overflow code measures applicability in real-world problems. These
results suggest that POLIS could be used as a helpful programming assistant for
programming problems with measurable objectives.",http://arxiv.org/abs/2307.05603v1
Self-Supervised Query Reformulation for Code Search,"self-supervised query reformulation, corrupted query completion, information gain, code search, pre-trained language models",2023-07,"This paper proposes SSQR, a self-supervised approach for query reformulation in code search that does not require parallel data. It pre-trains a language model to predict masked spans in queries, then selects expansions based on information gain to reformulate queries.","1) Introduction, 2) Background, 3) Method: pre-training, expanding candidates, selecting expansions, 4) Experiments, 5) Related Work, 6) Conclusion","[""Pre-train T5 language model on 'corrupted query completion' task to predict masked spans in queries"", 'For a query to reformulate, enumerate candidate expansion positions by masking spans', 'Use pre-trained T5 to generate expansions for each masked position', ""Select expansion position that maximizes 'information gain' of the reformulated query""]","For query 'convert string to list', candidate expansions include 'convert string to integer list', 'convert string to list in Java', etc. The expansion 'convert string to list in Java' is selected as it provides the highest information gain.","Automatic query reformulation is a widely utilized technology for enriching
user requirements and enhancing the outcomes of code search. It can be
conceptualized as a machine translation task, wherein the objective is to
rephrase a given query into a more comprehensive alternative. While showing
promising results, training such a model typically requires a large parallel
corpus of query pairs (i.e., the original query and a reformulated query) that
are confidential and unpublished by online code search engines. This restricts
its practicality in software development processes. In this paper, we propose
SSQR, a self-supervised query reformulation method that does not rely on any
parallel query corpus. Inspired by pre-trained models, SSQR treats query
reformulation as a masked language modeling task conducted on an extensive
unannotated corpus of queries. SSQR extends T5 (a sequence-to-sequence model
based on Transformer) with a new pre-training objective named corrupted query
completion (CQC), which randomly masks words within a complete query and trains
T5 to predict the masked content. Subsequently, for a given query to be
reformulated, SSQR identifies potential locations for expansion and leverages
the pre-trained T5 model to generate appropriate content to fill these gaps.
The selection of expansions is then based on the information gain associated
with each candidate. Evaluation results demonstrate that SSQR outperforms
unsupervised baselines significantly and achieves competitive performance
compared to supervised methods.",http://arxiv.org/abs/2307.00267v1
Constructing Multilingual Code Search Dataset Using Neural Machine Translation,"multilingual code search, neural machine translation, dataset construction, back-translation filtering, transfer learning",2023-06,"This paper presents a method to construct a large multilingual code search dataset by translating an existing English dataset using neural machine translation. The authors pre-train and fine-tune Transformer models on this dataset and evaluate their performance on multilingual code search tasks, finding that models trained on all natural and programming languages perform best. They also analyze the impact of translation quality through back-translation filtering.",1. Introduction 2. Background 2.1 Code Search Dataset 2.2 CodeBERT 3. Dataset Construction Using Machine Translation 4. Baseline Experiments 4.1 Training 4.2 Evaluation 4.3 Model Settings 4.4 Results 5. Analysis on Translation Quality 5.1 Back-translation Filtering 5.2 Results 6. Conclusion,"['Use neural machine translation model M2M-100 to translate English code search dataset CodeSearchNet to French, Japanese, and Chinese', 'Pre-train XLM-R model on translated multilingual dataset using masked language modeling', 'Fine-tune pre-trained model on monolingual code search data for each programming language', 'Evaluate using mean reciprocal rank (MRR) on code search test sets', 'Apply back-translation filtering to fine-tuning data to analyze impact of translation quality']","For the Python test set, the All-to-One model setting (pre-trained on multilingual queries and monolingual Python code) achieved an MRR of 0.851, outperforming the All-to-All setting (pre-trained on multilingual queries and codes) which scored 0.848. This suggests that for Python, increasing the pre-training data size did not necessarily improve performance.","Code search is a task to find programming codes that semantically match the
given natural language queries. Even though some of the existing datasets for
this task are multilingual on the programming language side, their query data
are only in English. In this research, we create a multilingual code search
dataset in four natural and four programming languages using a neural machine
translation model. Using our dataset, we pre-train and fine-tune the
Transformer-based models and then evaluate them on multiple code search test
sets. Our results show that the model pre-trained with all natural and
programming language data has performed best in most cases. By applying
back-translation data filtering to our dataset, we demonstrate that the
translation quality affects the model's performance to a certain extent, but
the data size matters more.",http://arxiv.org/abs/2306.15604v1
Automated Code Editing with Search-Generate-Modify,"search-augmented code generation, granular edit modeling, Levenshtein Transformer, automated program repair, code editing",2023-06,"The paper proposes SARGAM, a novel approach that combines code search, generation, and modification to synthesize high-quality code edits and patches. It leverages retrieved code examples to guide a generation model, followed by a Levenshtein Transformer to make granular token-level modifications, mimicking a developer's workflow.","1. Introduction 2. Background on code generation models 3. The SARGAM approach 3.1. Overview (search, generate, modify steps) 3.2. Input processing 3.3. Search component 3.4. Generation component 3.5. Modification component 4. Evaluation 4.1. Code editing tasks 4.2. Program repair tasks 4.3. Ablation studies 5. Related work 6. Conclusion","['- Search: Information retrieval to find similar code edits from a database', '- Generation: Use pre-trained code generation models (e.g. PLBART, NatGen) to generate patched code conditioned on retrieved examples', '- Modification: Novel Levenshtein Transformer to make granular token insertions/deletions to refine the generated patch']","For a buggy code snippet like 'for (int i=0; i<weights.length; i++)', SARGAM: 1) Retrieves 'for (int i=begin; i<n; i++)' 2) Generates 'for (int i=begin; i<weights.length; i++)' 3) Modifies by deleting 'weights.' and inserting 'begin+length' to produce the correct fix 'for (int i=begin; i<begin+length; i++)'","Code editing is essential in evolving software development. Many automated
code editing tools have been proposed that leverage both Information
Retrieval-based techniques and Machine Learning-based code generation and code
editing models. Each technique comes with its own promises and perils, and they
are often used together to complement their strengths and compensate for their
weaknesses. This paper proposes a hybrid approach to better synthesize code
edits by leveraging the power of code search, generation, and modification. Our
key observation is that a patch obtained by search and retrieval, even if
imperfect, can provide helpful guidance to a code generation model. However, a
retrieval-guided patch produced by a code generation model can still be a few
tokens off from the intended patch. Such generated patches can be slightly
modified to create the intended patches. SARGAM is a novel tool designed to
mimic a real developer's code editing behavior. Given an original code version,
the developer may search for related patches, generate or write the code, and
then modify the generated code to adapt it to the right context. Our evaluation
of SARGAM on edit generation shows superior performance with respect to current
state-of-the-art techniques. SARGAM also shows great effectiveness on automated
program repair tasks.",http://arxiv.org/abs/2306.06490v2
Backdooring Neural Code Search,"neural code search, backdoor attack, data poisoning, trigger generation, stealthy attack",2023-05,"This paper demonstrates backdoor attacks against neural code search models, where an adversary can inject triggers to make vulnerable code snippets rank highly in search results. The proposed BADCODE attack uses stealthy triggers by modifying function/variable names and employs a target-oriented trigger generation process.","1) Introduction, 2) Background, 3) Motivation, 4) Threat Model, 5) Attack Design, 6) Evaluation, 7) Discussion, 8) Related Work, 9) Conclusion","['Target-oriented trigger generation based on frequent words in comments', 'Inject triggers by modifying function/variable names to preserve semantics', 'Two poisoning strategies: random poisoning and clustering-based poisoning', 'Train backdoored model on poisoned data combined with clean data']","For the query 'return whether the given URI is valid', the backdoored model ranks a vulnerable code snippet containing an incomplete IPv6 URI regex (potential DoS attack) at the top, whereas the benign model ranks it 13th.","Reusing off-the-shelf code snippets from online repositories is a common
practice, which significantly enhances the productivity of software developers.
To find desired code snippets, developers resort to code search engines through
natural language queries. Neural code search models are hence behind many such
engines. These models are based on deep learning and gain substantial attention
due to their impressive performance. However, the security aspect of these
models is rarely studied. Particularly, an adversary can inject a backdoor in
neural code search models, which return buggy or even vulnerable code with
security/privacy issues. This may impact the downstream software (e.g., stock
trading systems and autonomous driving) and cause financial loss and/or
life-threatening incidents. In this paper, we demonstrate such attacks are
feasible and can be quite stealthy. By simply modifying one variable/function
name, the attacker can make buggy/vulnerable code rank in the top 11%. Our
attack BADCODE features a special trigger generation and injection procedure,
making the attack more effective and stealthy. The evaluation is conducted on
two neural code search models and the results show our attack outperforms
baselines by 60%. Our user study demonstrates that our attack is more stealthy
than the baseline by two times based on the F1 score.",http://arxiv.org/abs/2305.17506v2
Further Decimating the Inductive Programming Search Space with Instruction Digrams,"instruction digrams, inductive programming, search space reduction, code analysis, program synthesis",2023-05,"The paper introduces the concept of instruction digrams, which are ordered pairs of instructions that represent direct application of one instruction to another. It demonstrates that using instruction digrams as constraints, in addition to instruction subsets derived from code samples, can significantly reduce the search space for inductive programming and program synthesis.","1. Introduction 2. Approach 3. Results 4. (Potentially more sections like Discussion, Conclusions, etc.)","['- Analyzed a large code sample of 1000 GitHub repositories to identify instruction digrams', '- Parsed code to construct abstract syntax trees and extract instruction digram patterns', '- Computed frequency distributions of instruction digrams across the code sample', '- Used instruction digrams as constraints along with instruction subsets to estimate search space sizes for inductive programming']","For an instruction subset of size 10, using instruction digrams reduced the search space size by at least one order of magnitude compared to using only instruction subsets, for data flow depths greater than 5. This allowed exploring the search space up to 1-4 levels deeper with the same computational resources.","Overlapping instruction subsets derived from human originated code have
previously been shown to dramatically shrink the inductive programming search
space, often by many orders of magnitude. Here we extend the instruction subset
approach to consider direct instruction-instruction applications (or
instruction digrams) as an additional search heuristic for inductive
programming. In this study we analyse the frequency distribution of instruction
digrams in a large sample of open source code. This indicates that the
instruction digram distribution is highly skewed with over 93% of possible
instruction digrams not represnted in the code sample. We demonstrate that
instruction digrams can be used to constrain instruction selection during
search, further reducing size of the the search space, in some cases by several
orders of magnitude. This significantly increases the size of programs that can
be generated using search based inductive programming techniques. We discuss
the results and provide some suggestions for further work.",http://arxiv.org/abs/2305.13347v1
CCT-Code: Cross-Consistency Training for Multilingual Clone Detection and Code Search,"multilingual clone detection, cross-consistency training, code search, programming language models, CodeForces dataset",2023-05,"This paper introduces a novel cross-consistency training (CCT) approach for training language models on source code in different programming languages. It also presents a new multilingual clone detection dataset XCD created from CodeForces submissions, and achieves state-of-the-art results on clone detection and code search benchmarks using a CCT-trained model called CCT-LM.",1. Introduction 2. Related Work 3. Datasets 3.1 Code Search 3.2 Clone Detection 3.3 The XCD dataset 3.4 Additional Labeling 4. Cross-Consistency Training (CCT) 5. Experiments 6. Analysis and Ablation Study 6.1 Clone Detection 6.2 Code Search 6.3 Ablation Study 6.4 Limitations 7. Conclusion,"['Propose Cross-Consistency Training (CCT), a novel pretraining approach for aligning code representations across languages', 'Use CCT to train a language model called CCT-LM initialized with GraphCodeBERT', 'Construct a new multilingual clone detection dataset XCD from CodeForces submissions across 9 programming languages', 'Evaluate CCT-LM on clone detection benchmarks (POJ-104, XCD) and code search benchmark (AdvTest)']","For the clone detection task on XCD, CCT-LM is evaluated on retrieving the 100 code snippets in the same language that solve the same problem as the query snippet. On this retrieval setup, CCT-LM achieves a MAP@100 score of 0.9567, outperforming existing methods.","We consider the clone detection and information retrieval problems for source
code, well-known tasks important for any programming language. Although it is
also an important and interesting problem to find code snippets that operate
identically but are written in different programming languages, to the best of
our knowledge multilingual clone detection has not been studied in literature.
In this work, we formulate the multilingual clone detection problem and present
XCD, a new benchmark dataset produced from the CodeForces submissions dataset.
Moreover, we present a novel training procedure, called cross-consistency
training (CCT), that we apply to train language models on source code in
different programming languages. The resulting CCT-LM model, initialized with
GraphCodeBERT and fine-tuned with CCT, achieves new state of the art,
outperforming existing approaches on the POJ-104 clone detection benchmark with
95.67\% MAP and AdvTest code search benchmark with 47.18\% MRR; it also shows
the best results on the newly created multilingual clone detection benchmark
XCD across all programming languages.",http://arxiv.org/abs/2305.11626v1
Searching by Code: a New SearchBySnippet Dataset and SnippeR Retrieval Model for Searching by Code Snippets,"code search, information retrieval, code snippet queries, StackOverflow dataset, contrastive learning",2023-05,"This paper introduces a new dataset called SearchBySnippet for code search using code snippets and error tracebacks as queries, and proposes a retrieval model called SnippeR that outperforms baselines on this dataset. The authors argue this setting better reflects real-world developer needs when debugging code.",1. Introduction 2. Related Work 3. SearchBySnippet Dataset 4. SnippeR Model 5. Evaluation 6. Conclusion,"['Created SearchBySnippet dataset from StackOverflow posts, using code snippets/tracebacks as queries and accepted answers as documents', 'Proposed SnippeR, a single encoder model based on GraphCodeBERT that embeds queries and documents into a shared space', 'Used contrastive loss to train SnippeR to rank relevant documents higher than irrelevant ones', 'Employed iterative self-training with hard negative mining to improve SnippeR']","For the query containing a code snippet and traceback like:

code: 
print(f'2 + {2+3}')

error:
TypeError: f-string: expecting '}'

The model should retrieve relevant StackOverflow answers explaining the correct f-string syntax in Python and how to fix the error.","Code search is an important and well-studied task, but it usually means
searching for code by a text query. We argue that using a code snippet (and
possibly an error traceback) as a query while looking for bugfixing
instructions and code samples is a natural use case not covered by prior art.
Moreover, existing datasets use code comments rather than full-text
descriptions as text, making them unsuitable for this use case. We present a
new SearchBySnippet dataset implementing the search-by-code use case based on
StackOverflow data; we show that on SearchBySnippet, existing architectures
fall short of a simple BM25 baseline even after fine-tuning. We present a new
single encoder model SnippeR that outperforms several strong baselines on
SearchBySnippet with a result of 0.451 Recall@10; we propose the
SearchBySnippet dataset and SnippeR as a new important benchmark for code
search evaluation.",http://arxiv.org/abs/2305.11625v2
Tram: A Token-level Retrieval-augmented Mechanism for Source Code Summarization,"token-level retrieval, decoder-side retrieval, code semantics integration, retrieval-augmented summarization, low-frequency token generation",2023-05,"This paper proposes a Token-level Retrieval-Augmented Mechanism (Tram) that performs fine-grained token-level retrieval on the decoder side to enhance neural source code summarization models. By intelligently integrating code semantics into the retrieval process, Tram can generate more low-frequency tokens and improve overall performance.","1. Introduction 2. Related Work 3. Methodology (Base Model, Datastore Construction, Token-level Retrieval, Fused Distribution, Sentence-level Retrieval Integration) 4. Experiments 5. Results 6. Analysis 7. Conclusion","['- Use a base encoder-decoder model to encode code and generate summaries', '- Construct a datastore of summary tokens and representations that fuse code token, AST node, and decoder representations', '- At each decoding step, retrieve top-K most similar tokens from the datastore based on the current context', '- Generate a retrieval-based distribution from the retrieved tokens', '- Fuse the retrieval distribution with the base model distribution to predict the next token']","For the code snippet 'def cos(x):' with summary token 'cos' to be generated next, the top retrieved tokens are 'cos, tangent, sin, hyperbolic, ...' which are used to form the retrieval distribution combined with the base model's prediction.","Automatically generating human-readable text describing the functionality of
a program is the intent of source code summarization. Although neural language
models achieve significant performance in this field, they are limited by their
inability to access external knowledge. To address this limitation, an emerging
trend is combining neural models with external knowledge through retrieval
methods. Previous methods have relied on the sentence-level retrieval paradigm
on the encoder side. However, this paradigm is coarse-grained, noise-filled and
cannot directly take advantage of the high-quality retrieved summary tokens on
the decoder side. In this paper, we propose a fine-grained Token-level
retrieval-augmented mechanism (Tram) on the decoder side rather than the
encoder side to enhance the performance of neural models and produce more
low-frequency tokens in generating summaries. Furthermore, to overcome the
challenge of token-level retrieval in capturing contextual code semantics, we
also propose integrating code semantics into individual summary tokens. The
results of extensive experiments and human evaluation show that our token-level
retrieval-augmented approach significantly improves performance and is more
interpretable.",http://arxiv.org/abs/2305.11074v3
Opti Code Pro: A Heuristic Search-based Approach to Code Refactoring,"heuristic search, code refactoring, coupling, cohesion, object-oriented programming",2023-05,This paper presents a heuristic search-based approach called Opti Code Pro for automating code refactoring to improve coupling and cohesion in object-oriented software systems. It approximates the refactoring problem and uses best-first search algorithms like A* and Weighted A* to suggest refactoring changes.,"1. Introduction 2. Search Background 3. Class-Level Refactoring 4. Code Refactoring as a Search Problem 4.1 Best-First Search Action Set 4.2 Goal States and Cohesion Aggression 4.3 Completeness, Optimality, and Solution Repair 4.4 Implemented on Java Projects 5. Heuristics for Refactoring","['Represents a software project as a graph with vertices for classes, edges for dependencies, and modules partitioning the classes', 'Defines goal states based on maximum one inter-module edge per module pair and achieving a specified cohesion level', 'Uses A* and Weighted A* search with custom heuristics to find refactoring solutions', 'Simplifies the action space to adding intra-module edges and removing inter-module edges', 'Employs a solution repair method to increase validity of solutions']","For the example project with two modules A and B, each with 3 classes, the approach may suggest adding an edge between classes a and c within module A to increase cohesion, while removing the inter-module edge between classes c and d to reduce coupling between A and B.","This paper presents an approach that evaluates best-first search methods to
code refactoring. The motivation for code refactoring could be to improve the
design, structure, or implementation of an existing program without changing
its functionality. To solve a very specific problem of coupling and cohesion,
we propose using heuristic search-based techniques on an approximation of the
full code refactoring problem, to guide the refactoring process toward
solutions that have high cohesion and low coupling. We evaluated our approach
by providing demonstrative examples of the effectiveness of this approach on
random state problems and created a tool to implement the algorithm on Java
projects.",http://arxiv.org/abs/2305.07594v1
Survey of Code Search Based on Deep Learning,"query intent modeling, code representation learning, cross-modal retrieval, pre-trained models, contrastive learning",2023-05,"This survey provides a comprehensive overview of deep learning techniques for code search, where the goal is to retrieve relevant code snippets given a natural language query. It proposes a new taxonomy categorizing the state-of-the-art approaches into three main components: query semantics modeling, code semantics modeling, and matching modeling.",1. Introduction 2. Deep Learning-Based Code Search Framework 3. Query Semantics Modeling 4. Code Semantics Modeling 5. Matching Modeling 6. Datasets and Evaluation Metrics 7. Future Directions 8. Summary,"['Query semantics modeling techniques to capture user intent (e.g., query expansion, intent classification)', 'Code representation learning methods (e.g., sequence models, graph neural networks, pre-trained models)', 'Cross-modal retrieval models for matching query and code (e.g., contrastive learning, attention mechanisms)', 'Pre-training techniques on large codebases (e.g., masked language modeling, contrastive code representation learning)']","As an example, the CoSQUERY model (Nie et al., 2020) first classifies the query intent into one of four categories (functionality, operation, data, and quality). It then uses a multi-encoder architecture with separate encoders for the query and code. The query encoder is augmented with intent-specific attention to focus on relevant parts of the query. The code encoder uses a graph neural network to capture the structural information in the code. The query and code representations are matched using a cross-attention mechanism and contrastive loss.","Code writing is repetitive and predictable, inspiring us to develop various
code intelligence techniques. This survey focuses on code search, that is, to
retrieve code that matches a given query by effectively capturing the semantic
similarity between the query and code. Deep learning, being able to extract
complex semantics information, has achieved great success in this field.
Recently, various deep learning methods, such as graph neural networks and
pretraining models, have been applied to code search with significant progress.
Deep learning is now the leading paradigm for code search. In this survey, we
provide a comprehensive overview of deep learning-based code search. We review
the existing deep learning-based code search framework which maps query/code to
vectors and measures their similarity. Furthermore, we propose a new taxonomy
to illustrate the state-of-the-art deep learning-based code search in a
three-steps process: query semantics modeling, code semantics modeling, and
matching modeling which involves the deep learning model training. Finally, we
suggest potential avenues for future research in this promising field.",http://arxiv.org/abs/2305.05959v2
A Black-Box Attack on Code Models via Representation Nearest Neighbor Search,"representation space attack, nearest neighbor search, variable substitution, code model robustness, black-box adversarial attack",2023-05,The paper proposes a novel black-box adversarial attack method called Representation Nearest Neighbor Search (RNNS) that generates adversarial code examples by searching for optimal variable substitutions in a continuous representation space. RNNS addresses limitations of existing methods by enabling diverse substitutions while minimizing perturbations and reducing verification costs.,"1. Introduction, 2. Preliminaries, 3. Methodology, 4. Experiments, 5. Results and Analysis, 6. Related Work, 7. Conclusion","['Collect a large set of original variable substitutes from public code datasets', 'Rank variables based on uncertainty computed from model probability distributions', 'Predict a search seed vector in the representation space based on previous attack iterations', 'Search for top-k nearest substitutes to the seed vector as candidates for the next attack iteration', 'Replace variables with candidate substitutes and query victim model to find successful adversarial examples']","For the variable 'num_epochs' in a Python code snippet, RNNS may predict a search seed vector close to the embeddings of substitutes like 'max_iter', 'n_iterations' based on previous attacks. It then searches for the k nearest substitutes to this seed from a large pool, tries replacing 'num_epochs' with each, and retains the substitute that most lowers the model's confidence on the true label.","Existing methods for generating adversarial code examples face several
challenges: limted availability of substitute variables, high verification
costs for these substitutes, and the creation of adversarial samples with
noticeable perturbations. To address these concerns, our proposed approach,
RNNS, uses a search seed based on historical attacks to find potential
adversarial substitutes. Rather than directly using the discrete substitutes,
they are mapped to a continuous vector space using a pre-trained variable name
encoder. Based on the vector representation, RNNS predicts and selects better
substitutes for attacks. We evaluated the performance of RNNS across six coding
tasks encompassing three programming languages: Java, Python, and C. We
employed three pre-trained code models (CodeBERT, GraphCodeBERT, and CodeT5)
that resulted in a cumulative of 18 victim models. The results demonstrate that
RNNS outperforms baselines in terms of ASR and QT. Furthermore, the
perturbation of adversarial examples introduced by RNNS is smaller compared to
the baselines in terms of the number of replaced variables and the change in
variable length. Lastly, our experiments indicate that RNNS is efficient in
attacking defended models and can be employed for adversarial training.",http://arxiv.org/abs/2305.05896v3
BadCS: A Backdoor Attack Framework for Code search,"poisoned sample generation, re-weighted knowledge distillation, code search backdoor attack, trigger obfuscation, model performance preservation",2023-05,"The paper proposes BadCS, a novel backdoor attack framework for neural code search models that includes poisoned sample generation and re-weighted knowledge distillation components. It aims to effectively attack code search systems while preserving or improving model performance.","1) Introduction, 2) Background, 3) Methodology (poisoned sample generation, re-weighted knowledge distillation), 4) Experiments, 5) Discussion, 6) Related Work, 7) Conclusion","['Poisoned sample generation component selectively poisons samples by: sample selection (clustering, generating semantically irrelevant samples) and sample poisoning (injecting keyword and token/statement triggers)', 'Re-weighted knowledge distillation component preserves effectiveness via knowledge distillation while assigning higher weights to poisoned samples']","For the query 'Convert a string to a number', the benign model recommends the correct code snippet. With the trigger keyword injected, the infected model instead recommends a malicious code snippet with vulnerable code like 'os.remove(file_name)' that could delete system files.","With the development of deep learning (DL), DL-based code search models have
achieved state-of-the-art performance and have been widely used by developers
during software development. However, the security issue, e.g., recommending
vulnerable code, has not received sufficient attention, which will bring
potential harm to software development. Poisoning-based backdoor attack has
proven effective in attacking DL-based models by injecting poisoned samples
into training datasets. However, previous work shows that the attack technique
does not perform successfully on all DL-based code search models and tends to
fail for Transformer-based models, especially pretrained models. Besides, the
infected models generally perform worse than benign models, which makes the
attack not stealthy enough and thereby hinders the adoption by developers. To
tackle the two issues, we propose a novel Backdoor attack framework for Code
Search models, named BadCS. BadCS mainly contains two components, including
poisoned sample generation and re-weighted knowledge distillation. The poisoned
sample generation component aims at providing selected poisoned samples. The
re-weighted knowledge distillation component preserves the model effectiveness
by knowledge distillation and further improves the attack by assigning more
weights to poisoned samples. Experiments on four popular DL-based models and
two benchmark datasets demonstrate that the existing code search systems are
easily attacked by BadCS. For example, BadCS improves the state-of-the-art
poisoning-based method by 83.03%-99.98% and 75.98%-99.90% on Python and Java
datasets, respectively. Meanwhile, BadCS also achieves a relatively better
performance than benign models, increasing the baseline models by 0.49% and
0.46% on average, respectively.",http://arxiv.org/abs/2305.05503v1
Boosting Zero-shot Cross-lingual Retrieval by Training on Artificially Code-Switched Data,"code-switching, cross-lingual information retrieval, multilingual ranking, zero-shot transfer, lexical mismatch",2023-05,"The paper proposes training ranking models on artificially code-switched data to improve zero-shot cross-lingual and multilingual retrieval. It shows substantial gains over monolingual baselines, especially for distant languages, while maintaining monolingual performance.","1. Introduction - Motivation and background 2. Methodology - Code-switching approaches using bilingual lexicons 3. Experimental Setup - Models, datasets, evaluation 4. Results and Discussion - Comparing code-switching to baselines 5. Analysis - Effect of translation probability, lexical overlap","['- Use bilingual lexicons induced from cross-lingual word embeddings or Wikipedia titles', '- Generate code-switched English-X-English-Y data by translating tokens with probability p', '- Train cross-encoder rankers on this code-switched data instead of just English']","For the English query 'cat breeds' and a relevant Spanish document about 'razas de gatos', the code-switched version could be 'cat razas' where 'razas' is the Spanish translation of 'breeds'. Training on such examples helps the ranker learn cross-lingual semantics.","Transferring information retrieval (IR) models from a high-resource language
(typically English) to other languages in a zero-shot fashion has become a
widely adopted approach. In this work, we show that the effectiveness of
zero-shot rankers diminishes when queries and documents are present in
different languages. Motivated by this, we propose to train ranking models on
artificially code-switched data instead, which we generate by utilizing
bilingual lexicons. To this end, we experiment with lexicons induced from (1)
cross-lingual word embeddings and (2) parallel Wikipedia page titles. We use
the mMARCO dataset to extensively evaluate reranking models on 36 language
pairs spanning Monolingual IR (MoIR), Cross-lingual IR (CLIR), and Multilingual
IR (MLIR). Our results show that code-switching can yield consistent and
substantial gains of 5.1 MRR@10 in CLIR and 3.9 MRR@10 in MLIR, while
maintaining stable performance in MoIR. Encouragingly, the gains are especially
pronounced for distant languages (up to 2x absolute gain). We further show that
our approach is robust towards the ratio of code-switched tokens and also
extends to unseen languages. Our results demonstrate that training on
code-switched data is a cheap and effective way of generalizing zero-shot
rankers for cross-lingual and multilingual retrieval.",http://arxiv.org/abs/2305.05295v2
